index,title,date,nyt_firstPublished,nyt_byline,nyt_headline,nyt_summary,nyt_url,isTheaterReview,nyt_openDate,nyt_startDate,nyt_stopDate,nyt_cast,nyt_creators,nyt_name,nyt_venue
6769,A Bright Room Called Day,2019-11-19,2019-11-26,By Ben Brantley,‘A Bright Room Called Day’ Review: The Playwright Enters the Play,"In retooling his first produced work, Tony Kushner himself appears as a character in this lumbering portrait of endangered artists in Nazi Berlin.",https://www.nytimes.com/2019/11/25/theater/a-bright-room-called-day-review.html,true,2019-11-19,2019-10-29,2019-12-22,"Linda Edmond, Michael Esper, Grace Gummer, Jonathan Hadary, Bill Heck (12/15-22), Nikki M. James, Crystal Lucas-Perry, Nadine Malouf, Estelle Parsons, Mark Margolis, Michael Urie (thru 12/14) and Max Woertendyke",Written by Tony Kushner; Directed by Oskar Eustis,A Bright Room Called Day,Public Theater - Anspacher Theater
2112,A Celtic Christmas,2002-12-03,2002-12-16,By Anita Gates,THEATER IN REVIEW; Grafting Unexpected Lyrics Onto Holiday Songs,Anita Gates reviews Irish Repertory Theater production of Charlotte Moore musical A Celtic Christmas (M),https://www.nytimes.com/2002/12/16/theater/theater-in-review-grafting-unexpected-lyrics-onto-holiday-songs.html,true,,,,,,,
4844,A Child's Christmas in Wales,2008-12-07,2015-12-08,By Alexis Soloski,Review: ‘A Child’s Christmas in Wales’ From Irish Repertory Theater,Charlotte Moore directs a cozy adaptation of this Dylan Thomas prose poem.,https://www.nytimes.com/2015/12/09/theater/review-a-childs-christmas-in-wales-from-irish-repertory-theater.html,true,2015-12-01,2015-11-24,2016-01-03,"Starring John Cullum, Jacque Carnahan, Katie Fabel, Kenneth Quinney Francoeur and Ashley Robinson",Written by Dylan Thomas; Adapted and directed by Charlotte Moore; Musical direction by Mark Hartman,A Child's Christmas in Wales,DR2 Theater
6669,A Child's Christmas in Wales,2018-12-03,2015-12-08,By Alexis Soloski,Review: ‘A Child’s Christmas in Wales’ From Irish Repertory Theater,Charlotte Moore directs a cozy adaptation of this Dylan Thomas prose poem.,https://www.nytimes.com/2015/12/09/theater/review-a-childs-christmas-in-wales-from-irish-repertory-theater.html,true,2015-12-01,2015-11-24,2016-01-03,"Starring John Cullum, Jacque Carnahan, Katie Fabel, Kenneth Quinney Francoeur and Ashley Robinson",Written by Dylan Thomas; Adapted and directed by Charlotte Moore; Musical direction by Mark Hartman,A Child's Christmas in Wales,DR2 Theater
1107,A Chorus Line,1975-05-21,2006-10-06,By Ben Brantley,"From the Top: Five, Six, Seven, Eight!","Ben Brantley reviews revival of musical A Chorus Line, with book by James Kirkwood and Nicholas Dante, music by Marvin Hamlisch and lyrics by Edward Kleban; Bob Avian directs; photos (M)",https://www.nytimes.com/2006/10/06/theater/reviews/from-the-top-five-six-seven-eight.html,true,,,,,,,
5458,A Christmas Carol,1979-12-01,1994-12-02,By David Richards,"THEATER REVIEW: A CHRISTMAS CAROL; A Famous Miser, Tiny Tim And a Tap-Dancing Chorus",,https://www.nytimes.com/1994/12/02/theater/theater-review-christmas-carol-famous-miser-tiny-tim-tap-dancing-chorus.html,true,,,,,,,
4175,A Christmas Carol,2005-12-15,1994-12-02,By David Richards,"THEATER REVIEW: A CHRISTMAS CAROL; A Famous Miser, Tiny Tim And a Tap-Dancing Chorus",,https://www.nytimes.com/1994/12/02/theater/theater-review-christmas-carol-famous-miser-tiny-tim-tap-dancing-chorus.html,true,,,,,,,
5700,A Christmas Carol,2013-11-25,1994-12-02,By David Richards,"THEATER REVIEW: A CHRISTMAS CAROL; A Famous Miser, Tiny Tim And a Tap-Dancing Chorus",,https://www.nytimes.com/1994/12/02/theater/theater-review-christmas-carol-famous-miser-tiny-tim-tap-dancing-chorus.html,true,,,,,,,
5753,A Christmas Carol,2013-12-01,1994-12-02,By David Richards,"THEATER REVIEW: A CHRISTMAS CAROL; A Famous Miser, Tiny Tim And a Tap-Dancing Chorus",,https://www.nytimes.com/1994/12/02/theater/theater-review-christmas-carol-famous-miser-tiny-tim-tap-dancing-chorus.html,true,,,,,,,
6200,A Christmas Carol,2015-11-29,1994-12-02,By David Richards,"THEATER REVIEW: A CHRISTMAS CAROL; A Famous Miser, Tiny Tim And a Tap-Dancing Chorus",,https://www.nytimes.com/1994/12/02/theater/theater-review-christmas-carol-famous-miser-tiny-tim-tap-dancing-chorus.html,true,,,,,,,
6402,A Christmas Carol,2016-11-27,1994-12-02,By David Richards,"THEATER REVIEW: A CHRISTMAS CAROL; A Famous Miser, Tiny Tim And a Tap-Dancing Chorus",,https://www.nytimes.com/1994/12/02/theater/theater-review-christmas-carol-famous-miser-tiny-tim-tap-dancing-chorus.html,true,,,,,,,
6588,A Strange Loop,2019-06-17,2019-06-18,By Ben Brantley,Review: ‘A Strange Loop’ Is a Self-Portrait in a Hall of Mirrors,"Michael R. Jackson’s gutsy, exasperated musical is set within the mind of a black, queer man who’s writing a musical about a black, queer man who’s writing a musical …",https://www.nytimes.com/2019/06/17/theater/a-strange-loop-review.html,true,2019-06-17,2019-05-24,2019-07-28,"Antwayn Hopper, James Jackson, Jr., L Morgan Lee, John-Michael Lyles, John-Andrew Morrison, Larry Owens and Jason Veasey","Book, music, and lyrics by Michael R. Jackson; Choreography by Raja Feather Kelly; Directed by Stephen Brackett",A Strange Loop,Playwrights Horizons
5486,A Summer Day,2012-10-25,2006-11-15,By Anita Gates,THEATER REVIEW; A Midwestern Farm Family's Own Greek Tragedy,"Anita Gates reviews Daniel Algie play Home Front, directed by E Randahl Hoey; Joseph Jamrog, Anthony Duke Claus and Christy Pusz star (M)",https://www.nytimes.com/2006/11/15/theater/arts/theater-review-a-midwestern-farm-familys-own-greek-tragedy.html,true,,,,,,,
6274,A Taste of Honey,2016-09-18,2001-05-22,By Ben Brantley,THEATER REVIEW; A Taste Of Honey (Hold the Chocolate),"Ben Brantley reviews Karen Finley play Shut Up and Love Me, at Performance Space 122; photo (M)",https://www.nytimes.com/2001/05/22/theater/theater-review-a-taste-of-honey-hold-the-chocolate.html,true,,,,,,,
6280,A Taste of Things to Come,2016-11-17,2016-11-18,By Neil Genzlinger,Review: ‘A Taste of Things to Come’ Is a Recipe for Catchy Musical Theater,"In this breezy musical at York Theater Company, four friends navigate the 1950s, the 1960s and the inevitability of change.",https://www.nytimes.com/2016/11/21/theater/review-a-taste-of-things-to-come.html,true,2016-11-17,2016-11-09,2016-12-11,"Janet Dacal, Paige Faure, Allison Guinn and Autumn Hurlbert","Original concept by Hollye Levin; Book, music and lyrics by Debra Barsha and Hollye Levin; Directed and choreographed by Lorin Latarro",A Taste of Things to Come,York Theater at St. Peter's Church
6900,A Touch of the Poet,2020-04-05,2005-12-09,By Ben Brantley,"The Transformation of a Poseur, and the Loved Ones Who Suffer the Consequences","Ben Brantley reviews Roundabout Theater production of Eugene O'Neill play A Touch of the Poet, directed by Doug Hughes and starring Gabriel Byrne; photo (M)",https://www.nytimes.com/2005/12/09/theater/reviews/the-transformation-of-a-poseur-and-the-loved-ones-who.html,true,,,,,,,
5215,A Tree Grows in Brooklyn,2011-03-20,2005-02-12,By Charles Isherwood,Still Looking for Joy Under the Brooklyn Bridge,"Charles Isherwood reviews musical A Tree Grows in Brooklyn, staged by Gary Griffin as part of Encores! series at City Center; Jason Danieley, Sally Murphy and Emily Skinner star; photo (M)",https://www.nytimes.com/2005/02/12/theater/reviews/still-looking-for-joy-under-the-brooklyn-bridge.html,true,,,,,,,
4426,A Very Common Procedure,2007-02-14,2007-02-15,By Charles Isherwood,"The Wife, Her Husband and the Doctor, in Retrospect","The characters in Courtney Baron’s “A Very Common Procedure” are reasonably sympathetic and appealing, but the play is hardly dramatic.",https://www.nytimes.com/2007/02/15/theater/reviews/15comm.html,true,2007-02-14,2007-01-31,2007-03-10,"Amir Arison as Anil Patel, Lynn Collins as Carolyn Goldenhersch and Stephen Kunken as Michael Goldenhersch",,A Very Common Procedure,Lucille Lortel Theater
3060,A Very Merry Unauthorized Children's Scientology Pageant,2003-12-18,2006-10-14,By Ben Brantley,"A Guided Tour of Hell, With an Appearance by Satan","Ben Brantley reviews Les Freres Corbusier production of Hell House, directed by Alex Timbers; photos (M)",https://www.nytimes.com/2006/10/14/theater/reviews/a-guided-tour-of-hell-with-an-appearance-by-satan.html,true,,,,,,,
4646,A View From 151st Street,2007-10-18,2007-10-19,By Charles Isherwood,A Shot in the Night and Its Aftermath,"Bob Glaudini’s modest, quietly moving drama offers a needed corrective to flashier, more widely disseminated depictions of the meaner streets of Manhattan.",https://www.nytimes.com/2007/10/19/theater/reviews/19view.html,true,2007-10-18,2007-10-05,2007-11-04,"Starring Gbenga Akinnagbe, Liza Colon-Zayas, Craig &quot;muMs&quot; Grant, Juan Carlos Hernandez, Russell G. Jones, Marisa Malone, Elizabeth Rodriguez and Andre Royo",,A View From 151st Street,Public Theater - LuEsther Hall
6474,A Walk With Mr. Heifetz,2018-02-20,2018-02-21,By Laura Collins-Hughes,Review: ‘A Walk With Mr. Heifetz’ Stumbles Through History,"The play, inspired by real people and events in the decades leading up to the foundation of Israel, cuts to the role of music in creating a nation.",https://www.nytimes.com/2018/02/20/theater/a-walk-with-mr-heifetz-review.html,true,2018-02-20,2018-01-31,2018-03-04,"Yuval Boim, Adam Green, Erik Lochtefeld and Mariella Haubs",Written by James Inverne; Directed by Andrew Leynse,A Walk With Mr. Heifetz,Primary Stages at the Cherry Lane Theater
4035,A Woman of Will,2005-10-02,2002-01-23,,THEATER REVIEW; A Woman In Search Of Mother,Excerpts,https://www.nytimes.com/2002/01/23/theater/theater-review-a-woman-in-search-of-mother.html,true,,,,,,,
4171,Abigail's Party,2005-12-01,2016-11-20,By Ken Jaworowski,Review: Innocuous Remarks Double as Cutting Commentary in ‘Abigail’s Party’,"This deft revival of a Mike Leigh play, set at a drunken suburban soiree, lays bare the disappointment behind seemingly self-satisfied guests.",https://www.nytimes.com/2016/11/21/theater/abigails-party-review.html,true,2016-11-14,2016-11-12,2016-12-03,"Lily Dorment, Colleen Clinton, Sarah Street, Nick Hetherington and John Pirkis",Written by Mike Leigh; Directed by Lee Brock,Abigail's Party,TBG Theater at The Barrow Group
5096,Abraham Lincoln's Big Gay Dance Party,2010-08-12,2010-08-12,By Charles Isherwood,A Stage Full of Abes: Are Any of Them Honest?,"The cheeky title is about the only irresistible element in “Abraham Lincoln’s Big, Gay Dance Party,” a rambling pageant of clumsy drama and preachy moralizing.",https://www.nytimes.com/2010/08/12/theater/reviews/12abraham.html,true,2010-08-11,2010-07-27,2010-09-05,"Starring Arnie Burton, Stephanie Pope Caffey, Robert Hogan, Lisa Birnbaum, Ted Koch, Pippa Pearthree and Ben Roberts",,"Abraham Lincoln's Big, Gay Dance Party",Theatre Row – Theatre Three
5951,Absolution,2014-12-10,2010-09-15,By Charles Isherwood,One Man’s Wrathful Vengeance,"A man seeking vengeance murders priests who sexually abused boys in Owen O’Neill’s “Absolution,” from the Gúna Nua Theater Company.",https://www.nytimes.com/2010/09/16/theater/reviews/16absolution.html,true,2010-09-12,2010-09-08,2010-10-03,Starring Owen O'Neill,,Absolution,59E59 Theaters
6718,Accidentally Brave,2019-03-25,2019-03-26,By Jesse Green,Review: A Family Nightmare in ‘Accidentally Brave’,What happens when the husband you thought you knew is discovered harboring a terrible secret? Maddie Corman learned the hard way.,https://www.nytimes.com/2019/03/25/theater/accidentally-brave-review.html,true,2019-03-25,2019-03-11,2019-07-14,Maddie Corman,Written and performed by Maddie Corman; Directed by Kristin Hanggi,Accidentally Brave,DR2 Theater
6358,Actually,2017-11-14,1996-12-18,By D. J. R. Bruckner,Theater in Review,D J R Bruckner reviews Protean Theater Company presentation of Edward Ravenscroft play The London Cuckolds (S),https://www.nytimes.com/1996/12/18/theater/theater-in-review-796646.html,true,,,,,,,
3045,Addicted,2003-12-14,1996-02-02,By Stephen Holden,THEATER REVIEW;True Confessions of an All-American Who Turned Sex Addict,,https://www.nytimes.com/1996/02/02/theater/theater-review-true-confessions-of-an-all-american-who-turned-sex-addict.html,true,,,,,,,
5598,Addicted to Show Business,2013-03-13,1994-02-04,By David Richards,Review/Theater; Tales of the City From Bogosian,,https://www.nytimes.com/1994/02/04/theater/review-theater-tales-of-the-city-from-bogosian.html,true,,,,,,,
3315,Address Unknown,2004-06-10,1991-06-21,By Wilborn Hampton,Review/Theater; Lithuanian Troupe Tells The Tale of Oppression,,https://www.nytimes.com/1991/06/21/theater/review-theater-lithuanian-troupe-tells-the-tale-of-oppression.html,true,,,,,,,
6509,Admissions,2018-03-12,1995-12-07,By Lawrence Van Gelder,Theater in Review,,https://www.nytimes.com/1995/12/07/theater/theater-in-review-091189.html,true,,,,,,,
4434,Adrift in Macao,2007-02-13,2007-02-14,By Charles Isherwood,"Here’s Looking at You, Beloved Movie Clichés","More or less everything about “Adrift in Macao” is modest, including its entertainment value.  But it’s still a pretty good time.",https://www.nytimes.com/2007/02/14/theater/reviews/14adri.html,true,2007-02-13,2007-01-23,2007-03-04,"Alan Campbell as Rick Shaw, Will Swenson as Mitch, Rachel deBenedet as Lureena, Orville Mendoza as Tempura, Michele Ragusa as Corinna and also starring Jonathan Rayson and Elisa Van Duyne",,Adrift in Macao,59E59 Theaters
6711,After,2019-03-17,1999-06-15,By Lawrence Van Gelder,"THEATER REVIEW; After the Holocaust, if There Can Indeed Be an After","Lawrence Van Gelder reviews Arje Shaw play The Gathering, directed by Rebecca Taylor, presented at Playhouse 91; photo of Theodore Bikel (M)",https://www.nytimes.com/1999/06/15/theater/theater-review-after-the-holocaust-if-there-can-indeed-be-an-after.html,true,,,,,,,
3677,After Ashley,2005-02-28,1992-03-11,By Stephen Holden,Theater in Review,,https://www.nytimes.com/1992/03/11/theater/theater-in-review-610692.html,true,,,,,,,
4922,After Luke & When I Was God,2009-08-06,2016-04-20,By Andy Webster,Review: Exploring Women’s Lives in ‘When I Was a Girl I Used to Scream and Shout’,"This play, by Sharman Macdonald, rides the waves of a turbulent mother-daughter relationship in a production by Fallen Angels Theater Company.",https://www.nytimes.com/2016/04/21/theater/review-exploring-womens-lives-in-when-i-was-a-girl-i-used-to-scream-and-shout.html,true,2016-04-18,2016-04-14,2016-05-08,"Featuring Colby Howell, Barrie Kreinik, Aedin Moloney and Zoe Watkins",Written by Sharman Macdonald; Directed by John Keating; Music composed by Paddy Moloney,When I was a Girl I used to Scream and Shout,Theatre Row – Theatre Five
3576,After the Ball,2004-12-16,1995-05-27,By Ben Brantley,THEATER REVIEW; The Love That Leads To a Ball And Chain,,https://www.nytimes.com/1995/05/27/theater/theater-review-the-love-that-leads-to-a-ball-and-chain.html,true,,,,,,,
6382,After The Blast,2017-10-23,2017-10-24,By Ben Brantley,Review: Romancing the Bot in Zoe Kazan’s ‘After the Blast’,"This futurist play, starring Cristin Milioti, imagines a world in which reality (or the non-virtual kind) is in retreat.",https://www.nytimes.com/2017/10/23/theater/review-romancing-the-bot-in-zoe-kazans-after-the-blast.html,true,2017-10-23,2017-10-07,2017-11-19,"Eboni Booth, Will Connolly, William Jackson Harper, Ben Horner, Cristin Milioti, David Pegram and Teresa Yenque",Written by Zoe Kazan; Directed by Lila Neugebauer,After the Blast,Lincoln Center - Claire Tow Theater
5123,After the Revolution,2010-11-10,1991-03-02,By Mel Gussow,Review/Theater; After Romania's Revolution,,https://www.nytimes.com/1991/03/02/theater/review-theater-after-romania-s-revolution.html,true,,,,,,,
4944,Aftermath,2009-09-15,2004-02-12,By Wilborn Hampton,THEATER IN REVIEW; The Aftermath Of an Accident,"Wilborn Hampton reviews Red Earth Ensemble production of Harvey Huddleston play Promised Land, directed by Tom Dybek (M)",https://www.nytimes.com/2004/02/12/theater/theater-in-review-the-aftermath-of-an-accident.html,true,,,,,,,
4918,Ages of the Moon,2010-01-27,1994-03-09,By Stephen Holden,Theater in Review,,https://www.nytimes.com/1994/03/09/theater/theater-in-review-415758.html,true,,,,,,,
5140,"Ah, Wilderness!",1983-06-28,1998-03-19,By Peter Marks,"THEATER REVIEW; Ah, Wholesomeness! O'Neill With a Smile","Peter Marks reviews Lincoln Center Theater's revival of Eugene O'Neill's Ah, Wilderness!, at Vivian Beaumont Theater; photo (M)",https://www.nytimes.com/1998/03/19/theater/theater-review-ah-wholesomeness-o-neill-with-a-smile.html,true,,,,,,,
6555,Ain't No Mo',2019-03-27,2019-03-28,By Jesse Green,Review: African-American Flight 1619 Now Boarding in ‘Ain’t No Mo’,"What if black people, sick of injustice, picked up and left the United States? An outrageous satire by Jordan E. Cooper imagines the possibility, and the loss.",https://www.nytimes.com/2019/03/27/theater/aint-no-mo-review-jordan-cooper.html,true,2019-03-27,2019-03-12,2019-05-05,"Jordan E. Cooper, Marchánt Davis, Jennean Farmer, Fedna Jacquet, Crystal Lucas-Perry, Ebony Marshall-Oliver, Simone Recasner and Hermon Whaley Jr.",Written by Jordan E. Cooper; Directed by Stevie Walker-Webb,Ain't No Mo',Public Theater - LuEsther Hall
6617,Alice By Heart,2019-02-26,2010-02-02,By Anita Gates,Rabbit Hole Redux in Wonderland,The musical “Alice in Wonderland Thru the Looking Glass” is likely to leave you colder than the winter of 2010.,https://www.nytimes.com/2010/02/03/theater/reviews/03lookingglass.html,true,2010-01-30,2010-01-23,2010-03-21,"Starring Jessica Amal Rice, Stephanie Bashall, Joshua M. Feder, Nicole Intravia, Christen Madrazo, Geoffrey Parrish, Shanley Pascal and Derin Tolu",,Alice in Wonderland Thru The Looking Glass,Actors Temple Theater at Congregation Ezrath Israel
5289,Alice in Wonderland,2011-07-30,2010-02-02,By Anita Gates,Rabbit Hole Redux in Wonderland,The musical “Alice in Wonderland Thru the Looking Glass” is likely to leave you colder than the winter of 2010.,https://www.nytimes.com/2010/02/03/theater/reviews/03lookingglass.html,true,2010-01-30,2010-01-23,2010-03-21,"Starring Jessica Amal Rice, Stephanie Bashall, Joshua M. Feder, Nicole Intravia, Christen Madrazo, Geoffrey Parrish, Shanley Pascal and Derin Tolu",,Alice in Wonderland Thru The Looking Glass,Actors Temple Theater at Congregation Ezrath Israel
5744,Alice in Wonderland,2012-02-12,2010-02-02,By Anita Gates,Rabbit Hole Redux in Wonderland,The musical “Alice in Wonderland Thru the Looking Glass” is likely to leave you colder than the winter of 2010.,https://www.nytimes.com/2010/02/03/theater/reviews/03lookingglass.html,true,2010-01-30,2010-01-23,2010-03-21,"Starring Jessica Amal Rice, Stephanie Bashall, Joshua M. Feder, Nicole Intravia, Christen Madrazo, Geoffrey Parrish, Shanley Pascal and Derin Tolu",,Alice in Wonderland Thru The Looking Glass,Actors Temple Theater at Congregation Ezrath Israel
6203,Alice in Wonderland,2015-10-11,2010-02-02,By Anita Gates,Rabbit Hole Redux in Wonderland,The musical “Alice in Wonderland Thru the Looking Glass” is likely to leave you colder than the winter of 2010.,https://www.nytimes.com/2010/02/03/theater/reviews/03lookingglass.html,true,2010-01-30,2010-01-23,2010-03-21,"Starring Jessica Amal Rice, Stephanie Bashall, Joshua M. Feder, Nicole Intravia, Christen Madrazo, Geoffrey Parrish, Shanley Pascal and Derin Tolu",,Alice in Wonderland Thru The Looking Glass,Actors Temple Theater at Congregation Ezrath Israel
6896,Alice in Wonderland,2019-09-21,2010-02-02,By Anita Gates,Rabbit Hole Redux in Wonderland,The musical “Alice in Wonderland Thru the Looking Glass” is likely to leave you colder than the winter of 2010.,https://www.nytimes.com/2010/02/03/theater/reviews/03lookingglass.html,true,2010-01-30,2010-01-23,2010-03-21,"Starring Jessica Amal Rice, Stephanie Bashall, Joshua M. Feder, Nicole Intravia, Christen Madrazo, Geoffrey Parrish, Shanley Pascal and Derin Tolu",,Alice in Wonderland Thru The Looking Glass,Actors Temple Theater at Congregation Ezrath Israel
4798,Aliens with Extraordinary Skills,2008-09-30,2008-10-03,By Anita Gates,Wide-Eyed New Arrivals Falling in Love With the City,"Saviana Stanescu’s “Aliens With Extraordinary Skills” is an enchanting piece of theater, a paean to New York that just happens to include balloon animals.",https://www.nytimes.com/2008/10/03/theater/reviews/03alie.html,true,2008-09-30,2008-09-22,2008-10-26,"Starring Shirine Babb, Seth Fisher, Gian-Murray Gianino, Kevin Isola, Natalia Payne and Jessica Pimentel",,Aliens With Extraordinary Skills,Julia Miles Theater
4280,All Dolled Up,2006-05-07,1991-08-16,By Mel Gussow,"Review/Theater; From Runyon, Some Guys and a Few Dolls",,https://www.nytimes.com/1991/08/16/theater/review-theater-from-runyon-some-guys-and-a-few-dolls.html,true,,,,,,,
5580,All in the Timing,2013-02-12,1993-12-03,By Ben Brantley,Review/Theater: All in the Timing; Merrily Sputtering Along,,https://www.nytimes.com/1993/12/03/theater/review-theater-all-in-the-timing-merrily-sputtering-along.html,true,,,,,,,
6676,All is Calm: The Christmas Truce of 1914,2018-11-18,2018-11-25,By Alexis Soloski,"Review: In ‘All Is Calm,’ Thrilling Song in the Trenches",This World War I-set musical recounts a brief ceasefire when enlisted men on both sides buried their dead and exchanged small gifts.,https://www.nytimes.com/2018/11/25/theater/all-is-calm-review-christmas-wwi.html,true,2018-11-16,2018-11-09,2018-12-30,"Sasha Andreev, David Darrow, Benjamin Dutcher, Ben Johnson, Mike McGowan, Tom McNichols, Riley McNutt, Rodolfo Nieto, James Ramlet and Evan Tyler Wilson",Written and directed by Peter Rothstein  Musical Arrangements by Erick Lichte and Timothy C. Takach,All Is Calm: The Christmas Truce of 1914,Sheen Center
5253,All New People,2011-07-25,2000-01-19,,THEATER REVIEW; All for the Love of Money,"Excerpts from D J R Bruckner's review of Mint Theater Company production of The Voysey Inheritance, which is being revived by Mint; photo (S)",https://www.nytimes.com/2000/01/19/theater/theater-review-all-for-the-love-of-money.html,true,,,,,,,
5695,All That Fall,2013-11-12,1999-04-12,By Ben Brantley,"THEATER REVIEW; All That Dazzles Is Not Dietrich, However Real She Looks","Ben Brantley reviews Marlene, play by Pam Gems, directed by Sean Mathias at Cort Theater; Sian Phillips stars; photo (M)",https://www.nytimes.com/1999/04/12/theater/theater-review-all-that-dazzles-is-not-dietrich-however-real-she-looks.html,true,,,,,,,
4433,All That I Will Ever Be,2007-02-06,1998-01-27,By D. J. R. Bruckner,THEATER REVIEW; Just About Everyone O'Casey Ever Knew,"Irish Repertory Theater presents Song at Sunset, conceived and directed by Shivaun O'Casey; photo of Niall Buggy; D J R Bruckner review (M)",https://www.nytimes.com/1998/01/27/theater/theater-review-just-about-everyone-o-casey-ever-knew.html,true,,,,,,,
4588,Jump,2007-10-07,1994-05-09,By Stephen Holden,Review/Theater; Jumping Into the Melting Pot,,https://www.nytimes.com/1994/05/09/theater/review-theater-jumping-into-the-melting-pot.html,true,,,,,,,
5279,Jump,2011-05-11,1994-05-09,By Stephen Holden,Review/Theater; Jumping Into the Melting Pot,,https://www.nytimes.com/1994/05/09/theater/review-theater-jumping-into-the-melting-pot.html,true,,,,,,,
3409,Junie B. Jones,2004-07-21,2016-07-28,By Laurel Graeber,"Review: Junie B. Jones, the Raging Bull of First Grade","This year’s Theatreworks USA free summer production, at the Lucille Lortel Theater, is based on “Junie B.’s Essential Survival Guide to School.”",https://www.nytimes.com/2016/07/29/theater/review-junie-b-jones-the-raging-bull-of-first-grade.html,true,2016-07-27,2016-07-20,2016-08-19,"Sara Glancy, Whit K. Lee, Junior Mendez, Brandi Porter and Kristin Stokes",Book and lyrics by Marcy Heisler; Music by Zina Goldrich; Directed by Peter Flynn,Junie B.'s Essential Survival Guide to School,Lucille Lortel Theater
4068,Junie B. Jones,2005-11-10,2016-07-28,By Laurel Graeber,"Review: Junie B. Jones, the Raging Bull of First Grade","This year’s Theatreworks USA free summer production, at the Lucille Lortel Theater, is based on “Junie B.’s Essential Survival Guide to School.”",https://www.nytimes.com/2016/07/29/theater/review-junie-b-jones-the-raging-bull-of-first-grade.html,true,2016-07-27,2016-07-20,2016-08-19,"Sara Glancy, Whit K. Lee, Junior Mendez, Brandi Porter and Kristin Stokes",Book and lyrics by Marcy Heisler; Music by Zina Goldrich; Directed by Peter Flynn,Junie B.'s Essential Survival Guide to School,Lucille Lortel Theater
4672,Junie B. Jones,2008-03-22,2016-07-28,By Laurel Graeber,"Review: Junie B. Jones, the Raging Bull of First Grade","This year’s Theatreworks USA free summer production, at the Lucille Lortel Theater, is based on “Junie B.’s Essential Survival Guide to School.”",https://www.nytimes.com/2016/07/29/theater/review-junie-b-jones-the-raging-bull-of-first-grade.html,true,2016-07-27,2016-07-20,2016-08-19,"Sara Glancy, Whit K. Lee, Junior Mendez, Brandi Porter and Kristin Stokes",Book and lyrics by Marcy Heisler; Music by Zina Goldrich; Directed by Peter Flynn,Junie B.'s Essential Survival Guide to School,Lucille Lortel Theater
6216,Junie B's Essential Survival Guide to School,2016-07-27,2016-07-28,By Laurel Graeber,"Review: Junie B. Jones, the Raging Bull of First Grade","This year’s Theatreworks USA free summer production, at the Lucille Lortel Theater, is based on “Junie B.’s Essential Survival Guide to School.”",https://www.nytimes.com/2016/07/29/theater/review-junie-b-jones-the-raging-bull-of-first-grade.html,true,2016-07-27,2016-07-20,2016-08-19,"Sara Glancy, Whit K. Lee, Junior Mendez, Brandi Porter and Kristin Stokes",Book and lyrics by Marcy Heisler; Music by Zina Goldrich; Directed by Peter Flynn,Junie B.'s Essential Survival Guide to School,Lucille Lortel Theater
5676,Juno and the Paycock,2013-10-20,1992-10-31,By Mel Gussow,Review/Theater; O'Casey's 'Juno' as a Musical,,https://www.nytimes.com/1992/10/31/theater/review-theater-o-casey-s-juno-as-a-musical.html,true,,,,,,,
6684,Juno and the Paycock,2019-03-19,1992-10-31,By Mel Gussow,Review/Theater; O'Casey's 'Juno' as a Musical,,https://www.nytimes.com/1992/10/31/theater/review-theater-o-casey-s-juno-as-a-musical.html,true,,,,,,,
6991,Just For Us,2021-12-08,2021-02-02,By Elisabeth Vincentelli,"‘Blood Meal’ Review: Just Us, Locked Down in a Dollhouse","Cleverly edited and darkly funny, the latest Theater in Quarantine show finds a nervous couple afraid to go out or let anyone in. Sound familiar?",https://www.nytimes.com/2021/02/02/theater/blood-meal-review-theater-in-quarantine.html,true,,,,,,,
5760,Just Jim Dale,2014-06-03,1987-09-29,By Frank Rich,Stage: Jim Dale in 'Me and My Girl',,https://www.nytimes.com/1987/09/29/theater/stage-jim-dale-in-me-and-my-girl.html,true,,,,,,,
2930,Juvenilia,2003-11-14,2003-12-10,By Bruce Weber,THEATER REVIEW; That Old College Try At Being Sophisticated,"Bruce Weber reviews Playwrights Horizons production of play Juvenilia by Wendy MacLeod, directed by David Petrarca; Ian Brennan and Luke MacFarlane star; photo (M)",https://www.nytimes.com/2003/12/10/theater/theater-review-that-old-college-try-at-being-sophisticated.html,true,,,,,,,
5537,Kafka's Monkey,2013-04-04,2013-04-05,By Charles Isherwood,A Captive of Human Nature,"Kathryn Hunter plays an ape who plays a man in “Kafka’s Monkey,” a solo show at the Baryshnikov Arts Center.",https://www.nytimes.com/2013/04/05/theater/reviews/kafkas-monkey-at-baryshnikov-arts-center.html,true,2013-04-04,2013-04-03,2013-04-17,Kathryn Hunter,"Based on A Report to an Academy by Franz Kafka, Adapted by Colin Teevan, Directed by Walter Meierjohann",Kafka's Monkey,Baryshnikov Arts Center
5581,Katie Roche,2013-02-25,2013-03-06,By Neil Genzlinger,"A Young Woman’s Choice, and Its Consequences","The Mint Theater Company performs “Katie Roche,” the third play by Teresa Deevy it has revived in recent years.",https://www.nytimes.com/2013/03/07/theater/reviews/katie-roche-at-the-mint-theater.html,true,2013-02-25,2013-01-26,2013-03-31,"Margaret Daly, Patrick Fitzgerald, Jon Fletcher, David Friedlander, Jamie Jackson, John O'Creagh and Fiana Toibin","Written by Teresa Deevy, directed by Jonathan Bank",Katie Roche,Mint Theater
